,Token,Relation,Head,Children
32866,soon,advmod,evaluate,[]
32867,fully,advmod,evaluate,[]
32868,evaluate,ROOT,evaluate,"[like, soon, fully,   , looking]"
32869,  ,dep,evaluate,[]
32870,looking,xcomp,evaluate,"[forward, learning]"
32871,forward,advmod,looking,[]
32872,learning,advcl,looking,[using]
32873,using,xcomp,learning,[ ]
32874, ,dep,using,[]
32875,got,advcl,update,[bulbs]
32876,echo,nmod,device,[]
32877,excited,amod,device,[]
32878,device,npadvmod,better,"[echo, excited]"
32879,better,amod,bulbs,[device]
32880,sound,compound,hub,[]
32881,dot,compound,hub,[]
32882,hub,compound,control,"[sound, dot]"
32883,control,compound,bulbs,[hub]
32884,hue,compound,bulbs,[]
32885,bulbs,dobj,got,"[better, control, hue]"
32886,what,dep,realize,[]
32887,n,dep,realize,[]
32888,t,nsubj,realize,[]
32889,realize,csubj,update,"[what, n, t, also, n, communicated]"
32890,also,advmod,realize,[]
32891,n,punct,realize,[]
32892,t,nsubj,communicated,[]
32893,fully,advmod,communicated,[]
32894,communicated,ccomp,realize,"[t, fully,   , use, turn]"
32895,  ,dep,communicated,[]
32896,ca,aux,use,[]
32897,n,dep,use,[]
32898,t,nsubj,use,[]
32899,use,xcomp,communicated,"[ca, n, t, device]"
32900,hue,compound,bulb,[]
32901,bulb,nmod,device,[hue]
32902,full,amod,device,[]
32903,potential,amod,device,[]
32904,device,dobj,use,"[bulb, full, potential,   ]"
32905,  ,dep,device,[]
32906,turn,conj,communicated,[color]
32907,light,amod,color,[]
32908,set,amod,number,[]
32909,number,nmod,color,[set]
32910,preset,amod,color,[]
32911,color,dobj,turn,"[light, number, preset,   ]"
32912,  ,dep,color,[]
32913,also,advmod,update,[]
32914,update,ROOT,update,"[got, realize, also, bulb, want, make]"
32915,bulb,dobj,update,[]
32916,newest,amod,concern,[]
32917,firmare,compound,security,[]
32918,security,compound,concern,[firmare]
32919,concern,nsubj,want,"[newest, security, buy]"
32920,me,nsubj,buy,[]
32921,do,aux,buy,[]
32922,buy,relcl,concern,"[me, do]"
32923,want,ccomp,update,"[concern, end, needing]"
32924,full,amod,hub,[]
32925,featured,amod,hub,[]
32926,hub,nmod,device,"[full, featured]"
32927,new,amod,device,[]
32928,iot,amod,device,[]
32929,device,nsubj,end,"[hub, new, iot,     ]"
32930,    ,dep,device,[]
32931,end,ccomp,want,[device]
32932,needing,advcl,want,[update]
32933,update,dobj,needing,[]
32934,standalone,amod,hub,[]
32935,hub,nsubj,make,"[standalone,   ]"
32936,  ,dep,hub,[]
32937,make,advcl,update,"[hub, hub]"
32938,hub,dobj,make,[inside]
32939,inside,prep,hub,[device]
32940,device,pobj,inside,[]
32941,redundant,amod,pointless,[]
32942,pointless,ROOT,pointless,[redundant]
32943,i,nsubj,love,[]
32944,still,advmod,love,[]
32945,love,ROOT,love,"[i, still, device, m]"
32946,echo,nmod,complaint,[]
32947,zero,nummod,complaint,[]
32948,complaint,compound,device,"[echo, zero]"
32949,alexa,compound,functionality,[]
32950,functionality,compound,sound,[alexa]
32951,sound,compound,quality,[functionality]
32952,quality,compound,device,[sound]
32953,device,dobj,love,"[complaint, quality,    ]"
32954,   ,dep,device,[]
32955,m,dep,love,[functionality]
32956,disappointed,amod,functionality,[]
32957,hub,poss,functionality,"[ , s]"
32958, ,dep,hub,[]
32959,s,case,hub,[]
32960,functionality,attr,m,"[disappointed, hub,  ]"
32961, ,dep,functionality,[]
32962,still,advmod,need,[]
32963,need,ROOT,need,"[still, sound, need, ok]"
32964,work,compound,command,[]
32965,command,compound,sound,"[work,   ]"
32966,  ,dep,command,[]
32967,sound,ccomp,need,[command]
32968,equal,amod,t,[]
32969,regular,amod,t,[]
32970,echo,compound,t,[]
32971,n,compound,t,[]
32972,t,nsubj,need,"[equal, regular, echo, n]"
32973,need,conj,need,"[t, get]"
32974,smart,amod,hub,[]
32975,hub,nsubj,get,[smart]
32976,get,ccomp,need,"[hub, sound]"
32977,regular,amod,sound,[]
32978,echo,compound,sound,[  ]
32979,  ,dep,echo,[]
32980,sound,dobj,get,"[regular, echo]"
32981,ok,dep,need,[]
32982,much,advmod,old,[]
32983,bass,npadvmod,old,[]
32984,old,nsubj,get,"[much, bass]"
32985,soundlink,amod,mean,[]
32986,mean,intj,get,[soundlink]
32987,hey,intj,get,[]
32988,get,ROOT,get,"[old, mean, hey, clear]"
32989,loud,amod,sound,[]
32990,treble,amod,sound,[]
32991,sound,npadvmod,clear,"[loud, treble]"
32992,clear,ccomp,get,"[sound,  ]"
32993, ,dep,clear,[]
32994,love,nsubj,echo,[]
32995,echo,nsubj,find,"[love, plus, use]"
32996,plus,cc,echo,[  ]
32997,  ,dep,plus,[]
32998,use,conj,echo,[spotify]
32999,spotify,xcomp,use,[account]
33000,account,dobj,spotify,[  ]
33001,  ,dep,account,[]
33002,find,ROOT,find,"[echo, make]"
33003,phone,nsubj,make,[  ]
33004,  ,dep,phone,[]
33005,make,ccomp,find,"[phone, turn]"
33006,phone,compound,call,[]
33007,call,nsubj,turn,"[phone,   ]"
33008,  ,dep,call,[]
33009,turn,ccomp,make,"[call, light, much, read]"
33010,light,dobj,turn,[  ]
33011,  ,dep,light,[]
33012,much,advmod,turn,[  ]
33013,  ,dep,much,[]
33014,importantly,advmod,read,[]
33015,read,dep,turn,"[importantly, make]"
33016,story,compound,love,[]
33017,child,compound,love,[  ]
33018,  ,dep,child,[]
33019,love,nsubj,make,"[story, child]"
33020,make,ccomp,read,"[love, happy]"
33021,happy,ccomp,make,[ ]
33022, ,dep,happy,[]
33023,excellent,nsubj,think,[  ]
33024,  ,dep,excellent,[]
33025,think,ROOT,think,"[excellent, beginning]"
33026,beginning,advcl,think,[love]
33027,love,dobj,beginning,[]
33028,bye,intj,expensive,[]
33029,bye,intj,expensive,[]
33030,philip,compound,hub,[]
33031,hub,npadvmod,expensive,[philip]
33032,expensive,amod,charge,"[bye, bye, hub]"
33033,monthly,amod,charge,[]
33034,internet,compound,charge,[]
33035,charge,nsubj,took,"[expensive, monthly, internet,   ]"
33036,  ,dep,charge,[]
33037,took,ROOT,took,"[charge, work]"
33038,little,amod,tinkering,[]
33039,tinkering,amod,bulb,"[little,   ]"
33040,  ,dep,tinkering,[]
33041,rest,nmod,bulb,[]
33042,individual,amod,bulb,[]
33043,bulb,compound,work,"[tinkering, rest, individual,   ]"
33044,  ,dep,bulb,[]
33045,work,dobj,took,"[bulb, bridge]"
33046,great,amod,bridge,[            ]
33047,            ,dep,great,[]
33048,philip,compound,bridge,[]
33049,hue,compound,bridge,[]
33050,bridge,dobj,work,"[great, philip, hue, responding]"
33051,responding,acl,bridge,"[        , message]"
33052,        ,dep,responding,[]
33053,message,dobj,responding,[ ]
33054, ,dep,message,[]
33055,work,ROOT,work,"[great, complaint, go]"
33056,great,advmod,work,[  ]
33057,  ,dep,great,[]
33058,exactly,advmod,described,[]
33059,described,amod,complaint,"[exactly,   ]"
33060,  ,dep,described,[]
33061,complaint,dobj,work,[described]
33062,sometimes,advmod,confused,[]
33063,alexa,npadvmod,confused,[]
33064,get,auxpass,confused,[]
33065,confused,amod,name,"[sometimes, alexa, get]"
33066,smart,amod,name,[]
33067,home,compound,product,[]
33068,product,compound,name,[home]
33069,name,nsubj,go,"[confused, smart, product]"
33070,go,conj,work,"[name, back, stuff, stuff]"
33071,back,advmod,go,[]
33072,change,compound,stuff,[]
33073,stuff,dobj,go,"[change, around]"
33074,around,prep,stuff,"[  , inexperience]"
33075,  ,dep,around,[]
33076,chalk,compound,inexperience,[]
33077,inexperience,pobj,around,[chalk]
33078,smart,amod,stuff,[]
33079,home,compound,stuff,[]
33080,stuff,npadvmod,go,"[smart, home,  ]"
33081, ,dep,stuff,[]
33082,love,nsubj,use,[  ]
33083,  ,dep,love,[]
33084,use,ROOT,use,"[love, mostly, repertoire, choose]"
33085,mostly,advmod,use,[]
33086,music,nmod,repertoire,[]
33087,huge,amod,repertoire,[]
33088,repertoire,dobj,use,"[music, huge]"
33089,choose,xcomp,use,[]
33090,easy,amod,download,[]
33091,hook,compound,download,[  ]
33092,  ,dep,hook,[]
33093,download,compound,setup,"[easy, hook]"
33094,app,compound,walk,[]
33095,walk,compound,setup,[app]
33096,setup,ROOT,setup,"[download, walk]"
33097,disappointed,amod,product,[]
33098,product,nsubj,tried,"[disappointed,   ]"
33099,  ,dep,product,[]
33100,tried,ROOT,tried,"[product, install, connect, tried, mark]"
33101,install,xcomp,tried,[unit]
33102,two,nummod,unit,[]
33103,different,amod,unit,[]
33104,unit,dobj,install,"[two, different, completed]"
33105,neither,det,one,[]
33106,one,nsubj,completed,[neither]
33107,successfully,advmod,completed,[]
33108,completed,relcl,unit,"[one, successfully,   , technician, resetting]"
33109,  ,dep,completed,[]
33110,hour,compound,technician,[]
33111,amazon,compound,technician,[]
33112,technician,dobj,completed,"[hour, amazon,    ]"
33113,   ,dep,technician,[]
33114,resetting,advcl,completed,"[  , t]"
33115,  ,dep,resetting,[]
33116,app,nmod,t,[]
33117,n,compound,t,[]
33118,t,dobj,resetting,"[app, n]"
33119,connect,dep,tried,[connection]
33120,echo,nmod,connection,[plus]
33121,plus,cc,echo,[]
33122,internet,compound,connection,[]
33123,connection,dobj,connect,"[echo, internet,   ]"
33124,  ,dep,connection,[]
33125,tried,conj,tried,[using]
33126,using,xcomp,tried,[sending]
33127,application,compound,tablet,[]
33128,phone,compound,tablet,[  ]
33129,  ,dep,phone,[]
33130,tablet,compound,chromebook,"[application, phone]"
33131,chromebook,compound,luck,"[tablet,     ]"
33132,    ,dep,chromebook,[]
33133,luck,compound,application,"[chromebook,   ]"
33134,  ,dep,luck,[]
33135,clean,amod,direction,[]
33136,direction,compound,application,[clean]
33137,application,nsubj,sending,"[luck, direction,   ]"
33138,  ,dep,application,[]
33139,probably,advmod,sending,[]
33140,sending,ccomp,using,"[application, probably, back, amazon]"
33141,back,advmod,sending,[]
33142,amazon,dobj,sending,[   ]
33143,   ,dep,amazon,[]
33144,mark,advcl,tried,[time]
33145,ready,amod,time,[]
33146,prime,amod,time,[]
33147,time,npadvmod,mark,"[ready, prime,  ]"
33148, ,dep,time,[]
33149,well,intj,enjoy,[]
33150,behaved,amod,device,[]
33151,device,nsubj,enjoy,[behaved]
33152,enjoy,ROOT,enjoy,"[well, device, using]"
33153,using,xcomp,enjoy,[ ]
33154, ,dep,using,[]
33155,easy,amod,quality,[]
33156,setup,compound,sound,[]
33157,sound,compound,quality,[setup]
33158,quality,ROOT,quality,"[easy, sound,  ]"
33159, ,dep,quality,[]
33160,really,advmod,love,[]
33161,love,ROOT,love,"[really, feature]"
33162,hub,compound,feature,[]
33163,feature,dobj,love,[hub]
33164,blast,compound,love,[  ]
33165,  ,dep,blast,[]
33166,love,nsubj,echo,[blast]
33167,echo,compound,fun,"[love,     ]"
33168,    ,dep,echo,[]
33169,learning,amod,fun,[]
33170,trick,compound,lot,[]
33171,lot,compound,fun,[trick]
33172,fun,ROOT,fun,"[echo, learning, lot, helpful]"
33173,helpful,acomp,fun,[ ]
33174, ,dep,helpful,[]
33175,love,ROOT,love,[ ]
33176, ,dep,love,[]
33177,great,amod,work,[]
33178,sound,compound,quality,[]
33179,quality,compound,work,"[sound,   ]"
33180,  ,dep,quality,[]
33181,work,nmod,device,"[great, quality]"
33182,well,advmod,smart,[]
33183,smart,amod,device,[well]
33184,home,compound,device,[]
33185,device,ROOT,device,"[work, smart, home]"
33186,use,ROOT,use,[way]
33187,way,npadvmod,use,[used]
33188,often,advmod,used,[]
33189,used,acl,way,"[often, home]"
33190,google,compound,home,[]
33191,home,dobj,used,"[google,  ]"
33192, ,dep,home,[]
33193,mic,nsubj,hears,[]
33194,hears,ROOT,hears,"[mic, understands, take]"
33195,everything,nsubj,understands,[]
33196,understands,ccomp,hears,"[everything, time]"
33197,half,det,time,[]
33198,first,amod,time,[]
33199,time,npadvmod,understands,"[half, first,   ]"
33200,  ,dep,time,[]
33201,often,advmod,take,[]
33202,take,advcl,hears,"[often, try, give]"
33203,multiple,amod,try,[]
33204,try,dobj,take,[multiple]
33205,give,conj,take,[result]
33206,correct,amod,result,[]
33207,result,dobj,give,"[correct,  ]"
33208, ,dep,result,[]
33209,nice,amod,add,[]
33210,add,ROOT,add,"[nice, home, t, give]"
33211,home,advmod,add,[]
33212,what,dep,t,[n]
33213,n,punct,what,[]
33214,t,dep,add,"[what, like]"
33215,like,prep,t,[limitation]
33216,limitation,pobj,like,"[  , soccer]"
33217,  ,dep,limitation,[]
33218,example,compound,soccer,[]
33219,world,compound,soccer,[]
33220,soccer,dobj,limitation,"[example, world,   ]"
33221,  ,dep,soccer,[]
33222,wo,aux,give,[]
33223,n,advmod,t,[]
33224,t,nsubj,give,[n]
33225,give,advcl,add,"[wo, t, team, american]"
33226,much,amod,info,[]
33227,info,compound,team,[much]
33228,sport,compound,team,[]
33229,team,dative,give,"[info, sport]"
33230,american,dobj,give,[ ]
33231, ,dep,american,[]
33232,little,amod,review,[]
33233,apprehensive,amod,buying,[]
33234,buying,nsubj,saw,[apprehensive]
33235,saw,compound,review,[buying]
33236,review,nsubj,mean,"[little, saw, saying, m]"
33237,saying,acl,review,[sound]
33238,sound,dobj,saying,[like]
33239,like,prep,sound,[crap]
33240,crap,pobj,like,[   ]
33241,   ,dep,crap,[]
33242,m,appos,review,[]
33243,audiophile,advmod,mean,[]
33244,mean,ROOT,mean,"[review, audiophile, think]"
33245,maybe,advmod,think,[ ]
33246, ,dep,maybe,[]
33247,s,nsubj,think,[  ]
33248,  ,dep,s,[]
33249,think,ccomp,mean,"[maybe, s, sound, remaining]"
33250,sound,dep,think,"[great, considering]"
33251,great,acomp,sound,[]
33252,considering,advcl,sound,[size]
33253,size,dobj,considering,"[  , fill]"
33254,  ,dep,size,[]
33255,fill,acl,size,[sound]
33256,living,compound,room,[]
33257,room,compound,sound,[living]
33258,sound,dobj,fill,[room]
33259,get,aux,remaining,[loud]
33260,pretty,advmod,loud,[]
33261,loud,advmod,get,[pretty]
33262,remaining,advcl,think,"[get, device]"
33263,clear,amod,issue,"[  , n, t]"
33264,  ,dep,clear,[]
33265,n,punct,clear,[]
33266,t,conj,clear,[]
33267,issue,compound,pairing,[clear]
33268,pairing,amod,device,[issue]
33269,device,dobj,remaining,"[pairing, utilizing]"
33270,utilizing,acl,device,[command]
33271,voice,compound,command,[]
33272,command,dobj,utilizing,"[voice,   ]"
33273,  ,dep,command,[]
33274,paired,ROOT,paired,"[plan, go, m, glad, update]"
33275,ecobee,compound,phillip,[   ]
33276,   ,dep,ecobee,[]
33277,firestick,compound,phillip,[  ]
33278,  ,dep,firestick,[]
33279,phillip,poss,plan,"[ecobee, firestick,  , s]"
33280, ,dep,phillip,[]
33281,s,case,phillip,[]
33282,hue,compound,light,[]
33283,light,amod,bulb,[hue]
33284,bulb,compound,plan,"[light,   ]"
33285,  ,dep,bulb,[]
33286,plan,dobj,paired,"[phillip, bulb, adding]"
33287,adding,acl,plan,[device]
33288,device,dobj,adding,[]
33289,go,advcl,paired,"[  , thing]"
33290,  ,dep,go,[]
33291,love,compound,thing,[]
33292,thing,dobj,go,"[love,  ]"
33293, ,dep,thing,[]
33294,m,cc,paired,[]
33295,glad,conj,paired,[scooped]
33296,scooped,dep,glad,"[  , around]"
33297,  ,dep,scooped,[]
33298,around,prt,scooped,[  ]
33299,  ,dep,around,[]
33300,week,npadvmod,update,[  ]
33301,  ,dep,week,[]
33302,update,conj,paired,"[week, issue]"
33303,run,compound,issue,[]
33304,issue,dobj,update,"[run,  ]"
33305, ,dep,issue,[]
33306,love,nsubj,echo,[]
33307,echo,nmod,time,"[love, plus]"
33308,plus,cc,echo,[  ]
33309,  ,dep,plus,[]
33310,drawback,compound,battery,[]
33311,battery,npadvmod,plugged,[drawback]
33312,plugged,amod,time,[battery]
33313,time,nsubj,make,"[echo, plugged]"
33314,make,ROOT,make,"[time, use, outdoors]"
33315,inconvenient,amod,use,[]
33316,use,dobj,make,[inconvenient]
33317,outdoors,advmod,make,[ ]
33318, ,dep,outdoors,[]
33319,great,amod,grandkids,[]
33320,device,compound,grandkids,[  ]
33321,  ,dep,device,[]
33322,grandkids,compound,setting,"[great, device]"
33323,ball,compound,setting,[]
33324,setting,ROOT,setting,"[grandkids, ball,  ]"
33325, ,dep,setting,[]
33326,alexa,compound,awesome,[]
33327,awesome,nsubj,rcieved,[alexa]
33328,rcieved,ROOT,rcieved,"[awesome, know, need, aware, disappointed]"
33329,light,compound,buld,[]
33330,buld,nsubj,know,[light]
33331,know,advcl,rcieved,[buld]
33332,u,nsubj,need,[]
33333,need,conj,rcieved,"[u, work]"
33334,another,det,adapter,[]
33335,adapter,compound,buld,[another]
33336,light,compound,buld,[]
33337,buld,nsubj,work,"[adapter, light]"
33338,work,ccomp,need,"[buld,   ]"
33339,  ,dep,work,[]
33340,aware,dep,rcieved,[  ]
33341,  ,dep,aware,[]
33342,disappointed,advcl,rcieved,[]
33343,echo,nsubj,recommend,"[plus, connects]"
33344,plus,cc,echo,[]
33345,great,amod,hub,"[  , easy]"
33346,  ,dep,great,[]
33347,easy,advmod,great,[]
33348,set,amod,hub,[]
33349,built,amod,hub,[]
33350,hub,nsubj,connects,"[great, set, built,   ]"
33351,  ,dep,hub,[]
33352,connects,conj,echo,"[hub, device, mere]"
33353,alexa,amod,device,[]
33354,device,dobj,connects,[alexa]
33355,mere,prep,connects,[]
33356,verbal,amod,command,[]
33357,command,compound,light,"[verbal,     ]"
33358,    ,dep,command,[]
33359,super,amod,techno,[]
33360,techno,amod,knowledgable,[super]
33361,knowledgable,amod,light,[techno]
33362,easy,amod,light,[  ]
33363,  ,dep,easy,[]
33364,light,npadvmod,integrated,"[command, knowledgable, easy]"
33365,integrated,amod,lock,[light]
33366,alexa,npadvmod,looking,[]
33367,looking,amod,lock,[alexa]
33368,security,compound,lock,[]
33369,camera,compound,lock,[]
33370,lock,nsubj,recommend,"[integrated, looking, security, camera,   ]"
33371,  ,dep,lock,[]
33372,definitely,advmod,recommend,[]
33373,recommend,ROOT,recommend,"[echo, lock, definitely, echo]"
33374,echo,dobj,recommend,[plus]
33375,plus,cc,echo,[ ]
33376, ,dep,plus,[]
33377,work,nsubj,advertised,[]
33378,advertised,ROOT,advertised,"[work,   , say]"
33379,  ,dep,advertised,[]
33380,say,ccomp,advertised,[learning]
33381,alexa,nsubj,learning,[]
33382,always,advmod,learning,[]
33383,learning,ccomp,say,"[alexa, always,    , s, thing, alexa]"
33384,   ,dep,learning,[]
33385,s,dep,learning,[]
33386,great,amod,thing,[]
33387,learning,amod,thing,[]
33388,thing,dobj,learning,"[great, learning]"
33389,alexa,npadvmod,learning,[ ]
33390, ,dep,alexa,[]
33391,great,amod,love,[  ]
33392,  ,dep,great,[]
33393,love,ROOT,love,"[great,  ]"
33394, ,dep,love,[]
33395,wish,ROOT,wish,[described]
33396,battery,nsubj,described,[]
33397,described,ccomp,wish,"[battery, item]"
33398,better,amod,item,[]
33399,plug,compound,item,[]
33400,item,dobj,described,"[better, plug,  ]"
33401, ,dep,item,[]
33402,n,meta,seem,[]
33403,t,nsubj,seem,[]
33404,seem,ROOT,seem,"[n, t, hear, button]"
33405,hear,xcomp,seem,[]
33406,well,amod,button,[ ]
33407, ,dep,well,[]
33408,nd,compound,generation,[]
33409,generation,compound,echo,[nd]
33410,echo,compound,button,[generation]
33411,volume,compound,button,[]
33412,button,oprd,seem,"[well, echo, volume,    ]"
33413,   ,dep,button,[]
33414,a,ROOT,a,[]
33415,worked,ROOT,worked,[work]
33416,great,amod,hub,[  ]
33417,  ,dep,great,[]
33418,built,amod,hub,[]
33419,hub,compound,work,"[great, built]"
33420,work,dobj,worked,"[hub, great]"
33421,great,advmod,work,[ ]
33422, ,dep,great,[]
33423,know,ROOT,know,[smart]
33424,everything,nsubj,ask,[]
33425,ask,csubj,smart,"[everything,   ]"
33426,  ,dep,ask,[]
33427,have,aux,smart,[nt]
33428,nt,neg,have,[]
33429,smart,ccomp,know,"[ask, have, hubbed, yet, advertised]"
33430,hubbed,dobj,smart,[]
33431,yet,cc,smart,[]
33432,exactly,advmod,advertised,[]
33433,advertised,conj,smart,"[exactly, quality, also]"
33434,happy,amod,quality,[]
33435,purchase,compound,sound,[  ]
33436,  ,dep,purchase,[]
33437,sound,compound,quality,[purchase]
33438,quality,dobj,advertised,"[happy, sound, excellent]"
33439,excellent,amod,quality,[]
33440,also,advmod,advertised,[]
33441,connecting,csubj,give,"[sound, perfect]"
33442,sound,dobj,connecting,[]
33443,perfect,aux,connecting,[  ]
33444,  ,dep,perfect,[]
33445,give,ROOT,give,"[connecting,   , source]"
33446,  ,dep,give,[]
33447,internal,amod,source,[]
33448,battery,compound,disconnect,[  ]
33449,  ,dep,battery,[]
33450,disconnect,compound,source,[battery]
33451,power,compound,source,[]
33452,source,dobj,give,"[internal, disconnect, power,    ]"
33453,   ,dep,source,[]
